sentence_lemma	sentence_token	target_index	original_word
turn leave $ and drive down the gravel lane about a quarter of a mile until it dead-end at a two-story white victorian with a green roof $ a wrap-around porch $ and a windowed turret $	Turn left , and drive down the gravel lane about a quarter of a mile until it dead-ends at a two-story white Victorian with a green roof , a wrap-around porch , and a windowed turret .	8	lane
curvy lane sound like more of a hazard $ especially for speeder who don't slow down just because the road curve $	Curvier lanes sound like more of a hazard , especially for speeders who don't slow down just because the road curves .	1	lane
as befit a new gentleman $ he apply for a coat of arm in 1612 $ carter lane $ off fleet street $ still bear his name $	As befitted a new gentleman , he applied for a coat of arms in 1612 ; Carter Lane , off Fleet Street , still bears his name .	17	lane
it take both of his hand to pull the careen car into his own lane $	It took both of his hands to pull the careening car into his own lane .	14	lane
jeff hawkins and engineer tony brownell back their engine into the driveway of a mobile home off tim tam lane $ a gravel road traverse the ridge north of miller peak $	Jeff Hawkins and Engineer Tony Brownell back their engines into the driveway of a mobile home off Tim Tam Lane , a gravel road traversing the ridge north of Miller Peak .	19	lane
reunion in the latter two last week bring out more than 300 present and former bunny for a final hop down memory lane $ $	Reunions in the latter two last week brought out more than 300 present and former bunnies for a final hop down memory lane . "	22	lane
the stroke happen as he turn from a feeder lane onto an eight-lane highway $	The stroke happened as he turned from a feeder lane onto an eight-lane highway .	9	lane
they have us down to one lane for repair $	They have us down to one lane for repairs .	6	lane
so he stop $ on the pavement since there be no shoulder $ and all four pile onto the opposite lane $	So he stopped -- on the pavement since there was no shoulder -- and all four piled onto the opposite lane .	20	lane
be take a have beat and dan pull over under a dark lane of tree $	was taking a had beating and Dan pulled over under a dark lane of trees .	12	lane
i stand in the lane until the final echo of the wheel vanishedrattling in the distance $	I stood in the lane until the final echo of the wheels vanishedrattling in the distance .	4	lane
jack take the exit and stay in the curb lane $ continue to take another of the sweeping cloverleaf exit back onto the washington beltway $ and back to cia $	Jack took the exit and stayed in the curb lane , continuing to take another of the sweeping cloverleaf exits back onto the Washington Beltway , and back to CIA .	9	lane
for one thing $ wall be born $ raise and still live $ as he say $ $ just three minute ' drive $ including the red light $ $ from the cowboy ' practice field on forest lane in north <nul>	For one thing , Walls was born , raised and still lives , as he says , " just three minutes ' drive , including the red light , " from the Cowboys ' practice field on Forest Lane in north Dallas.	38	lane
