sentence_lemma	target_index	cluster	lemma	sentence_token	identifier
krita $ syra $ eldfast tegel $ lera och cement $	0	0	krita	Krita , Syror , eldfast Tegel , Lera och Cement . 	bib15760690_18951012_145050_157_0001_alto.xml-63-0
af denna blandning ta en tesked till 3 kopp vatten och därmed tvätta glasa hastig $ hvarefter liten finmalen krita sprida däröfver i en tunn lager $ hvarefter den gnida och putsa med torr lapp samt slutligen renspolas med ren vatten och torka väl torr $	19	0	krita	Af denna blandning tages en tesked till 3 koppar vatten och därmed tvättas glasat hastigt , hvarefter litet finmalen krita sprides däröfver i ett tunt lager , hvarefter det gnides och putsas med torra lappar samt slutligen renspolas med rent vatten och torkas väl torrt . 	bib15873936_18951205_147385_143_0003_alto.xml-99-19
saltfisk $ aseptin $ tvål $ lim $ soda $ bomolja $ humla $ maskinolja $ tändsticka $ krita $ trippelsten $ rota och andra borste $ glas och porslin $ lampglas $ fönster och täckvadd $ tråd $ domestik $ bolstervar $ flanell $ kalsonger $ träsko $ karda m $ m $ bodinnanrede och bodinventarier af disk $ hylla ocb lådfack $ 1 stor mjöllår $ speceritunnor $ oljekärl $ våga $ vigt och mål kärl $ m $ m $	18	0	krita	saltfisk , aseptin , tvål , lim , soda , bomolja , humla , maskinolja , tändstickor , krita , trippelsten , rot- och andra borstar , glas och porslin , lampglas , fönster- och täckvadd , tråd , domestik , bolstervar , flanell , kalsonger , träskor , kardor m . m . Bodinnanrede och bodinventarier af disk , hyllor ocb lådfack , 1 större mjöllår , speceritunnor , oljekärl ; vågar , vigter och mål kärl , m . m . 	bib15873936_18950730_147385_88_0004_alto.xml-78-18
och blank de sedan med pulverisera krita och de blifva 6om ny $	6	0	krita	och blanka dem sedan med pulveriserad krita och de blifva 6om nya . 	bib19277277_18951030_147683_296_0009_alto.xml-49-6
trätjära $ stenkolstjära $ takspånolja $ takpappfärg $ maskinolja $ all slag $ bomullstrassel $ maskintaig $ $ rödfärg och vitriol $ gips $ $ och wisbycement $ slamma krita $ koka och rå linolja $ terpentin $ xerotin och fernissa $ färgstoft och målarepenslar m $ m $ hos nirger lundberg $	29	0	krita	Trätjära , Stenkolstjära , Takspånolja , Takpappfärg , Maskinolja , alla slag , Bomullstrassel , Maskintaig , Falu Rödfärg och Vitriol , Gips , Ölands- och Wisbycement , slammad Krita , kokt och rå Linolja , Terpentin , Xerotin och Fernissor , Färgstofter och Målarepenslar m . m . hos nirger Lundberg . 	bib15873936_18960519_147385_58_0004_alto.xml-28-29
$ må göra $ skaffa ni hit krita $ kimrök $ rödfärg $ liten lim och en limpanna $	7	0	krita	— Må göra ) Skaffa ni hit krita , kimrök , rödfärg , litet lim och en limpanna . 	bib15761097_18950330_145020_38_0006_alto.xml-80-7
i hög grad $ att sällskap toalettmedel tydligen inskränka sig till kimrök och krita $ hvarpå de uppträdande dqck ta sig skada igen för att göra sig så oigenkänliga som möjlig $	13	0	krita	i hög grad , att sällskapets toalettmedel tydligen inskränkt sig till kimrök och krita , hvarpå de uppträdande dQck tagit sin skada igen för att göra sig så oigenkänliga som möjligt . 	bib11653811_19020210_145317_22_0004_alto.xml-38-13
hvit fläck pä ö $ nära strand ingen kunna gissa $ hvad den kunna vara $ men king anta $ att den vara en krita eller kalk klippa $ som ligga i öppen dag $	24	0	krita	hvit fläck pä ön , nära stranden Ingen kunde gissa , hvad det kunde vara , men King antog , att det var en krit- eller kalk klippa , som låg i öppen dag . 	bib11653811_19021108_145317_172_0004_alto.xml-71-24
nämligen att dricka ättika $ uppblanda med krossa krita $ i mycket stor kvantitet $	8	0	krita	nämligen att dricka ättika , uppblandad med krossad krita , i mycket stora kvantiteter . 	bib11653830_18960526_146968_42_0004_alto.xml-104-8
riddargods $ som ligga omedelbar intill denna egendom $ erbjuda äfven $ hvad landtbruk beträffa $ mycket ny och intressant $ i synnerhet vara härvid att nämna $ luftjärntrådbanan $ $ på hvilken den ur en kritbrott uppfordra krita föra ända till sjö $	38	0	krita	Riddargodset , som ligger omedelbart intill denna egendom , erbjuder äfven , hvad landtbruket beträffar , mycket nytt och intressant ; i synnerhet är härvid att nämna » luftjärntrådbanan » , på hvilken den ur ett kritbrott uppfordrade kritan föres ända till sjön . 	bib15650814_18950710_146365_158_0003_alto.xml-50-38
förrätta i borellska gård vid södra vallgata fredag den 30 oell lördag den 31 i denna månad $ hvarje dag från $ 10 $ $ försälja handlande c $ cullins konkursmassa rikhaltig varulager $ bestå af kaffe $ risgryn $ hvarjehanda andra specerier $ vin fatvis och å butelj $ cigarr $ glas och porslin $ krita $ såpa $ rödfärg $ tågvirke m $ m $ $ in $	56	0	krita	förrättas i Borellska gården vid Södra Vallgatan fredagen den 30 oell lördagen den 31 i denna månad , hvarje dag från kl. 10 f.m. , försäljes handlanden C . Cullins konkursmassas rikhaltiga varulager , bestående af kaffe , risgryn , hvarjehanda andra specerier , viner fatvis och å buteljer , cigarrer , glas och porslin , krita , såpa , rödfärg , tågvirke m . m . , in . 	bib11653811_18970714_145317_106_0001_alto.xml-40-56
afun $ vitriol oell rödfärg krita $ syra $ eldfast tegel $ lera och gemen $	5	0	krita	Afun , Vitriol oell Rödfärg Krita , Syror , eldfast Tegel , Lera och Gement . 	bib15760690_18951130_145050_185_0001_alto.xml-79-5
alun $ vitriol oell rödfiirjf krita $ syra $ eldfast tegel $ lera och cement $	5	0	krita	Alun , Vitriol oell Rödfiirjf Krita , Syror , eldfast Tegel , Lera och Cement . 	bib15760690_18950511_145050_72_0001_alto.xml-60-5
rum vara indeladt i trenne ruta $ $ på golfvet med krita $ och utgöra skiljegränsen för hvarje hushåll särskild territorium $	11	0	krita	Rummet var indeladt i trenne rutor , uppdragna på golfvet med krita , och utgörande skiljegränsen för hvarje hushålls särskilda territorium . 	bib11653838_19001207_147024_49_0002_alto.xml-184-11
leda föredrag hålla af ritlärare vid norra latinläroverk conny bnrman $ hvilken redogöra för sig åsigt i denna fråga ooh genom teckning dels med hvit krita dels med färga krita förtydliga de $	25	0	krita	ledande föredrag hölls af ritläraren vid norra latinläroverket Conny Bnrman , hvilken redogjorde för sina åsigter i denna fråga ooh genom teckning dels med hvit krita dels med färgade kritor förtydligade dem . 	bib19277277_18950930_147683_266_0004_alto.xml-54-25
ångvagn göra åter uppehåll en stycke norr örn station $ der konung på en klipphäll rita sig namn med blå krita $	20	0	krita	Ångvagnen gjorde åter uppehåll ett stycke norr örn stationen , der konungen på en klipphäll ritade sitt namn med blå krita . 	bib19227462_18950828_147640_199_0003_alto.xml-73-20
åstadkomma undervärk genom föreläsning en penny gång $ genom sång $ deklamation och karikatyrteckning af ort förnäm med en bit krita på svart tafla $	20	0	krita	åstadkommit undervärk genom föreläsningar en penny gången , genom sång , deklamation och karikatyrteckningar af ortens förnämste med en bit krita på svart tafla . 	bib15761570_18950822_146176_138_0004_alto.xml-71-20
hafva en treflig utsikt öfver $ $ örn inte miss tarabinta låta utan vid krita en fönster som inte voro öfverklistrade med papper $ för att hon arbeterskor icke skola spilla någon tid med att blicka ut på den grön $	14	0	krita	hafva en treflig utsikt öfver Surrey-parken , örn inte miss Tarabinta låtit utan vidare krita de fönster som inte voro öfverklistrade med papper , för att hennes arbeterskor icke skulle spilla någon tid med att blicka ut på det gröna . 	bib15873936_18950907_147385_105_0004_alto.xml-91-14
med slägtskap vara den heller icke mycket bevändt $ den skola nog ungefär en tunna krita till att kunna räkna ut deli $	15	0	krita	Med slägtskapen var det heller icke mycket bevändt , det skulle nog ungefär en tunna krita till att kunna räkna ut deli . 	bib11653811_19020929_145317_149_0004_alto.xml-50-15
han trå in 1 hus $ flor den tukta förskräcklig cf lök och olja $ $ hjeltemodig uppför en mörk $ smutsig trappa och kon upp på vindsvåning $ hvarest på cn dörr $ prydlig randskrift stå $ spint $ $ ikrifvet nied krita $	43	0	krita	Han trådde in 1 huset , flor det tuktade förskräckligt cf lök och olja , l.låttrade hjeltemodigt uppför de mörka , smutsiga trapporna och kon upp på vindsvåningen , hvarest på cn dörr - prydlig randskrift stod • Spint » , ikrifvet nied krita . 	bib15650814_18951219_146365_297_0013_alto.xml-13-43
john peterson $ en lie år gammal pojke $ stå häromdagen i chicago inför domare doyle $ anklaga att från en vagn ha stjäla tre låda krita $	26	0	krita	John Peterson , en li års gammal pojke , stod häromdagen i Chicago inför domaren Doyle , anklagad att från en vagn ha stulit tre lådor krita . 	bib11653811_19000221_145317_28_0003_alto.xml-98-26
ängö emellertid ko i ställ för ordinera krita någon hvit färgämne $ blyhvitt eller dylik $ med den påföljd att 14 ko af lo stryka med $	7	0	krita	Ängö emellertid korna i stället för ordinerad krita något hvitt färgämne — blyhvitt eller dylikt - med den påföljd att 14 kor af lo strukit med . 	bib11653815_18970716_146944_80_0002_alto.xml-34-7
en tysk husar ha under en sen höstmanöver med krita skrif vit på en dörr $ $ länge lefve socialdemokrati $ $ han ha nu härför ådöma en år fästning $	9	0	krita	En tysk husar hade under de senaste höstmanövrerna med krita skrif vit på en dörr : » Länge lefve socialdemokratien ! » Han har nu härför ådömts ett års fästning . 	bib19225758_18951024_144022_248_0002_alto.xml-108-9
en mången tandpulver innehålla en viss mängd krita $ och jag öfvertygel se vara $ att denna $ som efter borstnin gen delvis qvarblir i mun $ i sven nerhet vid den borstning $ som böra företa på qväll omedelbar innan man gå till hvila $ skola visa sig vida verksam såsom motverka syrebildning än någon af en örn nämna munvatten och således för tand bevarande af ojemförlig mycket stor betydelse $	7	0	krita	De flesta tandpulver innehålla en viss mängd krita , och min öfvertygel se är , att denna , som efter borstnin gen delvis qvarblir i munnen — i svn nerhet vid den borstning , som bör företagas på qvällen omedelbart innan man går till hvila — skall visa sig vida verksammare såsom motverkande syrebildningen än något af de örn nämnda munvattnen och således för tändernas bevarande af ojemförligt mycket större betydelse . 	bib11653811_18990911_145317_139_0003_alto.xml-94-7
8å en gång straxt innan dag skola komma $ ta han en bit krita och skref på stalldörr $	13	0	krita	8å en gång straxt innan dan skulle komma , tog han en bit krita och skref på stalldörren : 	bib15650835_18950618_146472_52_0004_alto.xml-46-13
alun $ vitriol och rödfärg krita $ syra $ eldfast tegel $ hera och cement $	5	0	krita	Alun , Vitriol och Rödfärg Krita , Syror , eldfast Tegel , hera och Cement . 	bib15760690_18950706_145050_101_0001_alto.xml-71-5
enligt befälhafvare $ kapten $ a $ götherströms $ dervid afgifna sjöförklaring befinna sig fartyg vid tillfälle på resa från malmö till kalmar med 129 fat krita och ha samma dag bogsera nr malmö hamn $	26	0	krita	Enligt befälhafvarens , kapten K. A . Götherströms , dervid afgifna sjöförklaring befann sig fartyget vid tillfället på resa från Malmö till Kalmar med 129 fat krita och hade samma dag bogserats nr Malmö hamn . 	bib11653811_18980907_145317_137_0001_alto.xml-72-26
trätjära $ stenkolstjära $ takspånolja $ takpappfärg $ maskinolja $ aila slag $ bomullstrassel $ maskintalg $ $ rödfärg och vitriol $ gips $ $ och wisbycement $ slamma krita $ koka och rå linolja $ terpentin $ xerotin och fernissa $ färgstoft och målarepenslar m $ m hos birger lundberg $	29	0	krita	Trätjära , Stenkolstjära , Takspånolja , Takpappfärg , Maskinolja , aila slag , Bomullstrassel , Maskintalg , Falu Rödfärg och Vitriol , Gips , Ölands- och Wisbycement , slammad Krita , kokt och rå Linolja , Terpentin , Xerotin och Fernissor , Färgstofter och Målarepenslar m . m hos Birger Lundberg . 	bib15873936_18960507_147385_53_0004_alto.xml-1-29
vid möte i $ beband indes två undervisningsspörsmål $ den ena om teckning med krita på svart tafla $ använd såsom åskådningsmedel $ den andra om betydelse af exkursion såsom medel för undervisning och uppfostran $	14	0	krita	Vid mötet i Operas&longen beband Indes två undervisningsspörsmål , det ena om teckning med krita på svarta taflan , använd såsom åskådningsmedel , det andra om betydelsen af exkursioner såsom medel för undervisning och uppfostran . 	bib19227462_18950806_147640_180_0003_alto.xml-153-14
du år ju alldeles full af dam och krita eller	8	0	krita	Du år ju alldeles full af dam och krita eller 	bib11653830_18960113_146968_4_0004_alto.xml-162-8
