sentence_lemma	sentence_token	target_index	original_word
<nul> arthur i shall be ready to do my part $	A. Arthur I shall be ready to do my part .	9	part
after repeat and earnest solicitation $ and much misgiving on his own part $ mr.- mather consent to become the pastor of the second or north church in boston $ and be ordain over it $ may 27 $ 1664 $	After repeated and earnest solicitation , and much misgiving on his own part , Mr. Mather consented to become the pastor of the Second or North church in Boston , and was ordained over it , May 27 , 1664 .	12	part
for my own part $ without at this moment refer to particular $ i be disappointed in the first view of the ruin of thebes $	For my own part , without at this moment referring to particulars , I was disappointed in the first view of the ruins of Thebes .	3	part
ishmael $ in the meantime $ perform the part cast to him $ by happen in the neighborhood where fyler ply his call $ and take occasion to point him out to various doctor $ as a worthy old gentleman $ reduce in circumstance $ $ a little beside himself $ and whom he would be sorry to see commit any violence $ such as brain a child or the like $	Ishmael , in the meantime , performed the part cast to him , by happening in the neighborhoods where Fyler plied his calling , and taking occasion to point him out to various doctors , as a worthy old gentleman ( reduced in circumstances ) , a little beside himself , and whom he would be sorry to see committing any violence , such as braining a child or the like .	8	part
it very properly fall to the part of <nul> cass $ then secretary of war $ to convey to those interested in the matter the final determination of the president $	It very properly fell to the part of Gen. Cass , then Secretary of War , to convey to those interested in the matter the final determination of the President .	6	part
his brother's part $ and some that of ferrers $ while $ in the dark $ friend struggle and quarrel with friend as much as foe $ no one attempt to quell the tumult $ until the door be suddenly burst open $ and hamilton with trevannion and two or three from the school-room enter $	his brother's part , and some that of Ferrers , while , in the dark , friend struggled and quarrelled with friend as much as foe , no one attempting to quell the tumult , until the door was suddenly burst open , and Hamilton with Trevannion and two or three from the school-room entered .	2	part
sound $ while from thine eye the winged lightning part $ thou in the high arch of heaven art find $ in the dark region of the earth thou art $ and in the humble cell of the repentant heart $	sound , While from thine eye the winged lightnings part ; Thou in the highest arch of heaven art found , In the dark regions of the earth thou art , And in the humble cell of the repentant heart .	9	part
that can not be $ for though by fate we be force to part $ thou never canst absent be to me $ $ thou ' rt ever present in my heart $	that can not be ; For though by fate we're forced to part , Thou ne'er canst absent be to me , -- Thou ' rt ever present in my heart !	12	part
frank take the doctor to his home $ resolve never to part with so faithful and gallant a friend $ whose fault have be the fault of unfortunate circumstance $ but whose heart $ he feel assure $ be ' in the right place $ '	Frank took the Doctor to his home , resolved never to part with so faithful and gallant a friend , whose faults had been the faults of unfortunate circumstances , but whose heart , he felt assured , was ' in the right place . '	11	part
the after-life of rosa lee $ the heroine of meadow brook $ will be find to be of equal $ if not of superior interest to the early part $ so graphically delineate in the first half-dozen chapter $	The after-life of Rosa Lee , the heroine of Meadow Brook , will be found to be of equal , if not of superior interest to the earlier part , so graphically delineated in the first half-dozen chapters .	28	part
errand to those part $ and his surprise at meet with english trader in a country to which england have no pretension $ intimate that $ in future $ any intruder of the kind would be rigorously deal with $	errand to those parts , and his surprise at meeting with English traders in a country to which England had no pretensions ; intimating that , in future , any intruders of the kind would be rigorously dealt with .	3	part
there be a set of man $ in all part of the country $ who make a business of gambling $ and league together to draw in unwary youth and strip them of all they possess $ and of more $ if they can lay their hand upon money not their own $	There is a set of men , in all parts of the country , who make a business of gambling , and league together to draw in unwary youth and strip them of all they possess , and of more , if they can lay their hands upon money not their own .	9	part
that place be then the central point of indian negotiation and intrigue $ and the savage be there collect from every part of the surrounding country $ and feed and clothe at the expense of the british government $	That place was then the central point of Indian negotiation and intrigues , and the savages were there collected from every part of the surrounding country , and fed and clothed at the expense of the British government .	21	part
of the government $ on 26th day of december $ <nul> d.- 1833 $ and print for the use of all the citizen from downingville to new orleans $ along the sea coast $ and up the missippi and missouri $ and so down the lake $ and across by the erie canal to albany $ and along by the midde rout over new jersey $ pensylvany $ and maryland $ to washington $ and away again to all part of creation $ and to every body $	of the Government , on 26th day of December , A. D. 1833 -- and printed for the use of all the citizens from Downingville to New Orleans , along the sea coast , and up the Missippi and Missouri , and so down the Lakes , and across by the Erie Canal to Albany , and along by the midde rout over New Jersey , Pensylvany , and Maryland , to Washington -- and away agin to all parts of creation , and to every body .	79	part
at inversnaid we take boat again to go down loch lomond to the little inn of rowardennan $ from which the ascent be make of ben lomond $ the greatest elevation in these part $	At Inversnaid we took boat again to go down Loch Lomond to the little inn of Rowardennan , from which the ascent is made of Ben Lomond , the greatest elevation in these parts .	33	part
the folk in these part have their own notion of the matter $ but they don't like to speak freely on the subject $	The folks in these parts have their own notions of the matter ; but they don't like to speak freely on the subject .	4	part
archbishop secker remark of the age $ $ as its distinguishing character $ $ that $ such be the dissolution and contempt of principle in the high part of the world $ and the profligacy $ intemperance $ and fearlessness of commit crime in the low $	Archbishop Secker remarks of the age , " as its distinguishing character , " that " such are the dissolutions and contempt of principle in the higher part of the world , and the profligacy , intemperance , and fearlessness of committing crime in the lower ,	27	part
the wood west $ be the part where general porter cut a road and march his troop t* at * tack british battery <nul>	The wood west , is the part where General Porter cut a road and marched his troops to at * tack British battery No.	6	part
the central part be almost wholly uninhabited $ and cover with primitive forest $ which be visit only by hunter and lumberers $	The central part is almost wholly uninhabited , and covered with primitive forests , which are visited only by hunters and lumberers .	2	part
all part of the tree be penetrate by pyrite of a brass yellow color $ disseminate through the most solid and stony part of the interior $ -- fill interstix in the outer rind $ or invest its capillary pore $	All parts of the tree are penetrated by pyrites of a brass yellow colour , disseminated through the most solid and stony parts of the interior , -- filling interstices in the outer rind , or investing its capillary pores .	1	part
the monarchy according to the charter do not $ in our opinion $ in its purely theoretical part $ exhaust the great question of representative government $ or even furnish any <nul> original and strike view on the subject $	The Monarchy according to the Charter does not , in our opinion , in its purely theoretical part , exhaust the great question of representative government , or even furnish any decic.ledly original and striking views on the subject .	17	part
no mean impossible that the theory may have be originate by several person independently during the last part of the sixteenth and the early part of the seventeenth century $	no means impossible that the theory may have been originated by several persons independently during the last part of the sixteenth and the early part of the seventeenth centuries .	17	part
here ' bram $ who have be show himself very impatient of a conversation in which he have be suffer to take no part $ interpose and say $ abruptly enough $ $ $ i yer somet'ing ' bout that same gal $ mass willie $	Here ' Bram , who had been showing himself very impatient of a conversation in which he had been suffered to take no part , interposed and said , abruptly enough : -- " I yer somet'ing ' bout dat same gal , Mass Willie .	23	part
it be force upon austria by the formidable proportion of the anti-russian alliance $ which threaten to sever from her at one stroke her italian province if she take part with the enemy $ but it will be observe $ that while lean to the side of the alliance $ she have steadily endeavor to present a minimum of opposition to russia $	It was forced upon Austria by the formidable proportions of the anti-Russian alliance , which threatened to sever from her at one stroke her Italian provinces if she took part with the enemy ; but it will be observed , that while leaning to the side of the Alliance , she has steadily endeavored to present a minimum of opposition to Russia .	29	part
but from a comparison of their statement $ we may infer $ that though this amphictyonia do not by any mean embrace the whole of the hellene $ yet the most considerable state of the mother country and of asia minor take part in it $	But from a comparison of their statements , we may infer , that though this Amphictyonia did not by any means embrace the whole of the Hellenes , yet the most considerable states of the mother country and of Asia Minor took part in it .	42	part
man and woman be so completely different in their whole organization that $ as it have be remark $ no single part of the one could he properly substitute for the corresponding part of the other $	Man and woman are so completely different in their whole organization that , as it has been remarked , no single part of the one could he properly substituted for the corresponding part of the other .	21	part
the formation of historical association in different part of new england $ be indication of an increase interest $	The formation of historical associations in different parts of New England , are indications of an increasing interest .	7	part
go on your way $ and fear nothing $ for i will follow after $ and see you safely to the wicket $ and i think $ while i be near $ no three man in these part will dare to harm you $	Go on your way , and fear nothing ; for I will follow after , and see you safely to the wicket ; and I think , while I am near , no three men in these parts will dare to harm you .	37	part
it be part of the mission of writer to show $ and part of the mission of preacher to proclaimand proclaim it $ to exhibit it in their character and careerthat acquirement and study be to be subordinate to development $ that development itself $ even at its perfection $ be to be tributary to action $ and that action $ to be worthy of the power of man $ must be devote to permanent and great interest $ must be harmonious	It is part of the mission of writers to show , and part of the mission of preachers to proclaimand proclaiming it , to exhibit it in their character and careerthat acquirement and study are to be subordinate to Development ; that development itself , even at its perfection , is to be tributary to Action ; and that action , to be worthy of the powers of man , must be devoted to permanent and great interests ; must be harmonious	2	part
for where know word be use $ to which a distinct meaning have attach $ the accustomed interpretation of them must be follow $ and $ as under the confederation $ the word $ united state $ could not imply one whole $ because the part be keep distinct $ so the same word can not $ in the constitution $ mean one whole $ but the several part $ $	For where known words are used , to which a distinct meaning has attached , the accustomed interpretation of them must be followed ; and , as under the confederation , the words " United States " could not imply one whole , because the parts were kept distinct , so the same words can not , in the constitution , mean one whole , but the several parts . "	45	part
the view of ascertain bow far these data $ respect the mere expense of the transmission of letter $ apart from the other charge of post office management $ would he applicable to this country $ we have ascertain the rate at which a parcel of the weight of one hundred pound $ would he send by the express company $ to different part of the state $ with the same dispatch as the mail $ and the result be as follow from $	the view of ascertaining bow far these data , respecting the mere expense of the transmission of letters , apart from the other charges of Post Office management , would he applicable to this country , we have ascertained the rates at which a parcel of the weight of one hundred pounds , would he sent by the Express Companies , to different parts of the States , with the same dispatch as the mails , and the results are as follows From .	19	part
he understand it therefore to be his duty $ as a member of the committee of com mission $ and especially in view of the rule adopt this morning $ on the motion of dr.-i alexander $ $ and he will act on that understanding $ unless otherwise expressly direct by the assembly $ $ to enroll only such commissioner to the next assembly as shall come from presbytery $ now $ or at the close of this assembly $ recognize to be component and integral part of the presbyterian church $ and that $ to the assembly so constitute $ when duly organize for the transaction of business $ it will be his duty to report the name of person claim to be commissioner from presbytery that may be	He understands it therefore to be his duty , as a member of the Committee of Com missions , and especially in view of the rules adopted this morning , on the motion of Dr. Alexander , ( and he will act on that understanding , unless otherwise expressly directed by the Assembly , ) to enrol only such commissioners to the next Assembly as shall come from Presbyteries , now , or at the close of this Assembly , recognised to be component and integral parts of the Presbyterian Church ; and that , to the Assembly so constituted , when duly organized for the transaction of business , it will be his duty to report the names of persons claiming to be commissioners from Presbyteries that may be	86	part
such be the moon $ his sister-wife $ the star $ revere as part	Such was the Moon , his sister-wife ; the Stars , revered as part	13	part
there be few part that * ' may not $ and none that will not $ be read by woman $ $	There are few parts that * ' may not , and none that will not , be read by women . "	3	part
this idea be destine to revolutionize the navy of the world -- to turn the very expensive $ and for the great part of the time idle $ or no better	This idea is destined to revolutionize the navies of the world -- to turn the very expensive , and for the greater part of the time idle , or no better	22	part
what i have see as a part of the will of that god who be so wise as to do nothing and require nothing in /z/ vain $ can not be so account by me $	What I have seen as a part of the will of that God who is so wise as to do nothing and require nothing in /z/ vain , can not be so accounted by me .	6	part
now suppose a constitution may embrace subject of ordinary government $ an amendment may of course do the same $ and then $ with these systematic provision for amend by the popular voice $ our re * public begin in earnest to look and operate like a democracy $ the state legislature play the insignificant part of prepare statute for the people to enact $	Now supposing a constitution may embrace subjects of ordinary governments , an amendment may of course do the same ; and then , with these systematic provisions for amending by the popular voice , our re * public begins in earnest to look and operate like a democracy ; the state legislatures playing the insignificant part of preparing statutes for the people to enact .	55	part
enter barri from the inner part of the tent $ guard $	Enter Barri from the inner part of the tent , guarded .	5	part
term ventricle be form $ which do not exist in fish $ reptile $ or bird $ curiously organize part $ such as the corpora striata $ be add $ it be now the brain of the mammalia $	termed ventricles are formed , which do not exist in fishes , reptiles , or birds ; curiously organized parts , such as the corpora striata , are added ; it is now the brain of the mammalia .	19	part
the western part of hella $ rough etolia $ and woody acarnania $ be indeed among the large district $ but be so inferior to the rest	The western parts of Hellas , rough Etolia , and woody Acarnania , are indeed among the largest districts , but are so inferior to the rest	2	part
where $ however $ a dull and spiritless millionaire $ ambitious of notoriety without the talent to acquire legitimate reputation $ happen to be a part proprietor of	Where , however , a dull and spiritless millionaire , ambitious of notoriety without the talent to acquire legitimate reputation , happens to be a part proprietor of	25	part
they owe $ indeed $ allegiance to the british king $ as the head of each colonial government $ and as form a part /z/ thereof $ but this allegiance be exclusive $ in each colony $ to its own government $ and $ consequently $ to the king as the head thereof $ and be not a common allegiance of the people of all the colony to a common head $	They owed , indeed , allegiance to the British king , as the head of each colonial government , and as forming a part /z/ thereof ; but this allegiance was exclusive , in each colony , to its own government , and , consequently , to the king as the head thereof , and was not a common allegiance of the people of all the colonies to a common head .	23	part
as our reader may have anticipate $ susan at once enter into harry's view $ and $ in a short time $ she and her family be transfer to a part of a small house in broome-street $ in new-york $	As our readers may have anticipated , Susan at once entered into Harry's views ; and , in a short time , she and her family were transferred to a part of a small house in Broome-street , in New-York .	30	part
i have find naples in mourn for the young queen $ without any thing like social amusement $ or even social spirit without even <nul> charles s theatre $ which be shut up $ or the usual mildness and beauty of the climate $ add to which $ my banker here have fail $ and strip me of a good sum of money $ part of my establishment have be shipwreck $ and at the moment i be write to you $ reminiscence of yours come again upon me $	I have found Naples in mourning for the young queen , without any thing like social amusements , or even social spirit without even St. Charles s Theatre , which is shut up , or the usual mildness and beauty of the climate ; added to which , my bankers here have failed , and stripped me of a good sum of money ; part of my establishment has been shipwrecked , and at the moment I am writing to you , reminiscences of yours come again upon me .	64	part
will war upon the principle he have swear to maintain $ and upon the property right the protection of which be part of the compact of the union $	will war upon the principles he has sworn to maintain , and upon the property rights the protection of which are part of the compact of the Union .	21	part
it be the part of the officer to command $ of the man to execute $	It is the part of the officer to command -- of the men to execute .	3	part
all the love $ like $ i can not find a word to express the essential volatility of the sentiment in my experience of it $ that i have ever feel for all my favourite $ brown and fair $ do not amount to one thousandth part of the immutable affection that i bear you $ my dear sister $	All the love , liking ( I can not find a word to express the essential volatility of the sentiment in my experience of it ) that I have ever felt for all my favourites , brown and fair , does not amount to one thousandth part of the immutable affection that I bear you , my dear sister .	46	part
but $ in close this part of the subject $ i must distinctly remind you $ though the think have several time be hint $ that $ with the man we contemplate $ iligion $ in all its part $ be ever a practical $ more than a speculative subject $	But , in closing this part of the subject , I must distinctly remind you , though the thought has several times been hinted , that , with the man we contemplate , iligion , in all its parts , is ever a practical , more than a speculative subject .	5	part
as an illustration of this $ we need but refer to the celebrate foote $ who make his debut in othello and fail $ liston $ who attempt octavian $ quick $ who undertake richard the third $ and be ridiculect $ munden $ who $ in the early part of his career $ discover $ that tragedy be not his forte $ $ dowton $ who commence as a tragedian $ jack reeve $ who once play othello $ finn $ who have enact jaffier $ and $ last not least $ $ hackett $ who butcher king lear and hamlet in cold blood $	As an illustration of this , we need but refer to the celebrated Foote , who made his debut in Othello and failed ; Liston , who attempted Octavian ; Quick , who undertook Richard the Third , and was ridiculect ; Munden , who , in the early part of his career , discovered " that tragedy was not his forte ; " Dowton , who commenced as a tragedian ; Jack Reeve , who once played Othello ; Finn , who has enacted Jaffier , and " last not least , " Hackett , who butchered King Lear and Hamlet in cold blood .	49	part
doubt not that you will see us often $ my child $ particularly during the frequent visit that i shall be compel to make to the distant part of the country $	Doubt not that you will see us often , my child , particularly during the frequent visits that I shall be compelled to make to the distant parts of the country .	27	part
she take snuff in such quantity as to create the impression that she owe the saffron of her lip and the adjacent part to this circumstance $ but it be	She took snuff in such quantities as to create the impression that she owed the saffron of her lips and the adjacent parts to this circumstance ; but it was	22	part
but it be not so with report in our law $ of which digest and abridgment be publish because the very best of these be for the chief part	But it is not so with reports in our law , of which digests and abridgments are published because the very best of these are for the chief part	28	part
