sentence_lemma	sentence_token	target_index	original_word
d kaiserlich Truppe ziehen im Juli ab $ aber zugleich schließen Graf Lützow mit d dankbar Kurie eine geheim Vertrag $ Kraft die Österreich sich verpflichten $ d Souveränität d Papst unter alle Umstand aufrechterhalten $ also beim nächst Aufstand d Kirchenstaat sogleich wieder zu besetzen $	Die kaiserlichen Truppen zogen im Juli ab , aber zugleich schloß Graf Lützow mit der dankbaren Curie einen geheimen Vertrag , kraft dessen Oesterreich sich verpflichtete , die Souveränität des Papstes unter allen Umständen aufrechtzuerhalten , also beim nächsten Aufstande den Kirchenstaat sogleich wieder zu besetzen .	34	aufrechterhalten
erst auf Schöler dringend Vorstellung gestatten er endlich $ daß Nesselrode in eine beschwichtigend Rundschreiben an d Gesandtschaft d Ernst diese Drohung etwas abschwächen $ d angeordnet Vorbereitung $ heißen es da $ verfolgen nur d Absicht $ d Frieden und d vertragsmäßig Ordnung Europa aufrechterhalten $ hoffentlich werden schon d Ankündigung genügen $ um $ diese Zweck d Erhaltung $ zu erreichen $	Erst auf Schöler’s dringende Vorstellungen gestattete er endlich , daß Nesselrode in einem beschwichtigenden Rundschreiben an die Gesandtschaften den Ernst dieser Drohungen etwas abschwächte : die angeordneten Vorbereitungen , hieß es da , verfolgten nur die Absicht , den Frieden und die vertragsmäßige Ordnung Europas aufrechtzuerhalten ; hoffentlich werde schon die Ankündigung genügen , um „ diesen Zweck der Erhaltung “ zu erreichen .	45	aufrechterhalten
d Rechtsordnung $ die auf diese Weise gewahren und aufrechterhalten werden $ weichen gegen d Ende mehr und mehr in d klein Territorium zurück $ sie entlehnen ihr ganz Lebenskraft nur aus d Fortbestand d Gerichtsbarkeit d Reichsgericht $	Die Rechtsordnung , die auf diese Weise gewahrt und aufrechterhalten wird , weicht gegen das Ende mehr und mehr in die kleinen Territorien zurück ; sie entlehnt ihre ganze Lebenskraft nur aus dem Fortbestande der Gerichtsbarkeit der Reichsgerichte .	9	aufrechterhalten
daraus ergeben sich $ daß nach Ablauf d gegenwärtig zur Beratung stehend Gesetz d dreijahrig Dienstzeit von selbst wieder aufleben werden $ und daß d zweijahrig nur durch rechtzeitig Vereinbarung eine neu Gesetz aufrechterhalten werden können $	Daraus ergebe sich , daß nach Ablauf des gegenwärtig zur Berathung stehenden Gesetzes die dreijährige Dienstzeit von selbst wieder aufleben würde , und daß die zweijährige nur durch rechtzeitige Vereinbarung eines neuen Gesetzes aufrechterhalten werden könnte .	33	aufrechterhalten
man sagen vielleicht $ d Disziplin sein nicht aufrechterhalten $ $ aber man wissen sie doch in entgegengesetzt Fall so prächtig zu handhaben $	man sagt vielleicht , die Disziplin sei nicht aufrechtzuerhalten , ‒ aber man weiß sie doch in entgegengesetzten Fällen so prächtig zu handhaben ?	8	aufrechterhalten
d Dichtung haben seit d Herstellung d mechanisch Naturauffaßung d in sich verschließen $ keine Erklärung zugänglich groß Gefühl d Leben in d Natur aufrechterhalten $ wie sie überall schützen $ was erleben werden $ aber nicht begreifen werden können $ daß es nicht in d zerlegend Operation d abstrakt Wissenschaft sich verflüchtigen $	Die Dichtung hat seit der Herstellung der mechanischen Naturauffassung das in sich verschlossene , keiner Erklärung zugängliche große Gefühl des Lebens in der Natur aufrechterhalten , wie sie überall schützt , was erlebt wird , aber nicht begriffen werden kann , daß es nicht in den zerlegenden Operationen der abstrakten Wissenschaft sich verflüchtige .	24	aufrechterhalten
in gewiß Umfang sehen wir d frei Verfügung d Dienstherr über d Amt schlechthin aufrechterhalten $	In gewissem Umfange sehen wir die freie Verfügung des Dienstherrn über das Amt schlechthin aufrechterhalten .	14	aufrechterhalten
d Eigentum schützen $ heißen d Unverletzlichkeit d Produkt alle Arbeit aufrechterhalten $ so wie d Unabhängigkeit und Zuverlässigkeit d Besitztum $ diese unerläßlich Grundlage bürgerlich Freiheit $ gewährleisten $	Das Eigenthum schützen , heißt die Unverletzlichkeit der Produkte aller Arbeiten aufrechterhalten , so wie die Unabhängigkeit und Zuverlässigkeit des Besitzthums , dieser unerläßlichen Grundlagen bürgerlicher Freiheit , gewährleisten .	11	aufrechterhalten
was wollen sie denn mehr $ als eine so fest garantiert $ so streng aufrechterhalten Ruhe $ $	Was wollt ihr denn mehr , als eine so fest garantirte , so streng aufrechterhaltene Ruhe ?! —	14	aufrechterhalten
nach zweijahrig Beratung legen d Kommission d Monarch d $ Resultat $ ihr Verhandlung vor $ sie empfehlen $ d rheinisch Recht vorläufig $ bis zur Revision d preußisch Gesetzbuch $ aufrechterhalten und schildern in eine ausführlich Gutachten $ wie d Schwurgericht d Rechtsidee im Volk lebendig erhalten $ d Gesetz beliebt machen $ d Beamtenwillkür beschränken $ d Einseitigkeit d juristisch Fachbildung durch d frei welt- und Menschenkenntnis d Laie ergänzen $	Nach zweijähriger Berathung legte die Commission dem Monarchen die „ Resultate “ ihrer Verhandlungen vor : sie empfahl , das rheinische Recht vorläufig , bis zur Revision der preußischen Gesetzbücher , aufrechtzuerhalten und schilderte in einem ausführlichen Gutachten , wie das Schwurgericht die Rechtsidee im Volke lebendig erhalte , das Gesetz beliebt mache , die Beamtenwillkür beschränke , die Einseitigkeit der juristischen Fachbildung durch die freie Welt- und Menschenkenntniß der Laien ergänze .	31	aufrechterhalten
